"","mean","std","mode","std/mean","max","min","attack","file","label"
"789",94.3,0.291547594742264,93.9,0.00309170301953621,94.7,93.9,1,"bis_limpio_23-06.csv",1
"790",95.14,0.207364413533278,95.3,0.00217957130053897,95.3,94.8,1,"bis_limpio_23-06.csv",1
"791",94.56,0.786129760281344,95.1,0.00831355499451505,95.2,93.3,1,"bis_limpio_23-06.csv",1
"792",93.66,0.288097205817761,94,0.0030759898122759,94,93.3,1,"bis_limpio_23-06.csv",1
"793",92.58,0.903880523078134,93.1,0.00976323744953698,93.2,91,1,"bis_limpio_23-06.csv",1
"794",93.9,1.20623380818148,93.7,0.0128459404492171,95.2,92.1,1,"bis_limpio_23-06.csv",1
"795",96.48,0.449444101084884,96.7,0.00465841729980186,96.8,95.7,1,"bis_limpio_23-06.csv",1
"796",95.84,0.21908902300207,95.8,0.00228598730177452,96.2,95.6,1,"bis_limpio_23-06.csv",1
"797",95.74,0.0547722557505135,95.7,0.000572093751310983,95.8,95.7,1,"bis_limpio_23-06.csv",1
"798",95.7,0,95.7,0,95.7,95.7,1,"bis_limpio_23-06.csv",1
"799",95.7,0,95.7,0,95.7,95.7,1,"bis_limpio_23-06.csv",1
"800",86.28,12.9445741529028,95.7,0.1500298348737,95.8,72.1,1,"bis_limpio_23-06.csv",1
"801",72.14,0.134164078649986,72.2,0.00185977375450494,72.2,71.9,2,"bis_limpio_23-06.csv",1
"802",71.96,0.167332005306811,72.1,0.00232534748897736,72.1,71.7,2,"bis_limpio_23-06.csv",1
"803",72.06,0.0547722557505135,72.1,0.000760092364009346,72.1,72,2,"bis_limpio_23-06.csv",1
"804",71.96,0.0547722557505135,72,0.000761148634665279,72,71.9,2,"bis_limpio_23-06.csv",1
"805",72,0.0999999999999943,71.9,0.00138888888888881,72.1,71.9,2,"bis_limpio_23-06.csv",1
"806",97.5,0,97.5,0,97.5,97.5,0,"bis_limpio_26-05_d.csv",0
"807",97.5,0,97.5,0,97.5,97.5,0,"bis_limpio_26-05_d.csv",0
"808",97.54,0.0547722557505135,97.5,0.000561536351758391,97.6,97.5,0,"bis_limpio_26-05_d.csv",0
"809",97.66,0.0547722557505213,97.7,0.000560846362385022,97.7,97.6,0,"bis_limpio_26-05_d.csv",0
"810",97.7,0,97.7,0,97.7,97.7,0,"bis_limpio_26-05_d.csv",0
"811",97.6,0.100000000000001,97.7,0.00102459016393444,97.7,97.5,0,"bis_limpio_26-05_d.csv",0
"812",97.42,0.0447213595499933,97.4,0.000459057273147128,97.5,97.4,0,"bis_limpio_26-05_d.csv",0
"813",97.3,0,97.3,0,97.3,97.3,0,"bis_limpio_26-05_d.csv",0
"814",97.28,0.0447213595499933,97.3,0.000459717923005687,97.3,97.2,0,"bis_limpio_26-05_d.csv",0
"815",97.14,0.0547722557505213,97.1,0.000563848628273845,97.2,97.1,0,"bis_limpio_26-05_d.csv",0
"816",96.82,0.38340579025361,97.1,0.0039599854395126,97.1,96.4,0,"bis_limpio_26-05_d.csv",0
"817",97.12,0.0447213595499996,97.1,0.000460475283669683,97.2,97.1,0,"bis_limpio_26-05_d.csv",0
"818",97.28,0.0447213595499933,97.3,0.000459717923005687,97.3,97.2,0,"bis_limpio_26-05_d.csv",0
"819",97.2,0,97.2,0,97.2,97.2,0,"bis_limpio_26-05_d.csv",0
"820",97.2,0,97.2,0,97.2,97.2,0,"bis_limpio_26-05_d.csv",0
"821",97.22,0.0447213595499933,97.2,0.000460001641123156,97.3,97.2,0,"bis_limpio_26-05_d.csv",0
"822",97.26,0.0547722557505135,97.3,0.000563152948288232,97.3,97.2,0,"bis_limpio_26-05_d.csv",0
"823",97.28,0.0447213595499933,97.3,0.000459717923005687,97.3,97.2,0,"bis_limpio_26-05_d.csv",0
"824",97.3,0,97.3,0,97.3,97.3,0,"bis_limpio_26-05_d.csv",0
"825",97.2,0,97.2,0,97.2,97.2,0,"bis_limpio_26-05_d.csv",0
"826",97.2,0,97.2,0,97.2,97.2,0,"bis_limpio_26-05_d.csv",0
"827",97.2,0,97.2,0,97.2,97.2,0,"bis_limpio_26-05_d.csv",0
"828",97.2,0,97.2,0,97.2,97.2,0,"bis_limpio_26-05_d.csv",0
"829",97.22,0.0447213595499933,97.2,0.000460001641123156,97.3,97.2,0,"bis_limpio_26-05_d.csv",0
"830",97.34,0.0547722557505213,97.3,0.000562690114552304,97.4,97.3,0,"bis_limpio_26-05_d.csv",0
"831",97.32,0.0447213595499996,97.3,0.000459528971948208,97.4,97.3,0,"bis_limpio_26-05_d.csv",0
"832",97.3,0,97.3,0,97.3,97.3,0,"bis_limpio_26-05_d.csv",0
"833",97.3,0,97.3,0,97.3,97.3,0,"bis_limpio_26-05_d.csv",0
"834",97.16,0.0547722557505213,97.2,0.000563732562273788,97.2,97.1,0,"bis_limpio_26-05_d.csv",0
"835",97.2,0,97.2,0,97.2,97.2,0,"bis_limpio_26-05_d.csv",0
"836",97.3,0,97.3,0,97.3,97.3,0,"bis_limpio_26-05_d.csv",0
"837",97.4,0,97.4,0,97.4,97.4,0,"bis_limpio_26-05_d.csv",0
"838",97.4,0,97.4,0,97.4,97.4,0,"bis_limpio_26-05_d.csv",0
"839",97.46,0.0547722557505135,97.5,0.000561997288636502,97.5,97.4,0,"bis_limpio_26-05_d.csv",0
"840",97.5,0,97.5,0,97.5,97.5,0,"bis_limpio_26-05_d.csv",0
"841",97.5,0,97.5,0,97.5,97.5,0,"bis_limpio_26-05_d.csv",0
"842",97.5,0,97.5,0,97.5,97.5,0,"bis_limpio_26-05_d.csv",0
"843",97.48,0.0447213595499933,97.5,0.000458774718403706,97.5,97.4,0,"bis_limpio_26-05_d.csv",0
"844",97.46,0.0547722557505135,97.5,0.000561997288636502,97.5,97.4,0,"bis_limpio_26-05_d.csv",0
"845",97.6,0,97.6,0,97.6,97.6,0,"bis_limpio_26-05_d.csv",0
"846",97.58,0.0447213595499933,97.6,0.000458304565997061,97.6,97.5,0,"bis_limpio_26-05_d.csv",0
"847",97.5,0,97.5,0,97.5,97.5,0,"bis_limpio_26-05_d.csv",0
"848",97.5,0,97.5,0,97.5,97.5,0,"bis_limpio_26-05_d.csv",0
"849",97.5,0,97.5,0,97.5,97.5,0,"bis_limpio_26-05_d.csv",0
"850",97.52,0.0447213595499933,97.5,0.00045858654173496,97.6,97.5,0,"bis_limpio_26-05_d.csv",0
"851",97.46,0.0547722557505135,97.5,0.000561997288636502,97.5,97.4,0,"bis_limpio_26-05_d.csv",0
"852",97.5,0,97.5,0,97.5,97.5,0,"bis_limpio_26-05_d.csv",0
"853",97.5,0,97.5,0,97.5,97.5,0,"bis_limpio_26-05_d.csv",0
"854",97.5,0,97.5,0,97.5,97.5,0,"bis_limpio_26-05_d.csv",0
"855",97.38,0.0836660026534096,97.4,0.00085917028808184,97.5,97.3,0,"bis_limpio_26-05_d.csv",0
"856",97.4,0,97.4,0,97.4,97.4,0,"bis_limpio_26-05_d.csv",0
"857",97.42,0.0447213595499933,97.4,0.000459057273147128,97.5,97.4,0,"bis_limpio_26-05_d.csv",0
"858",97.68,0.0447213595499996,97.7,0.000457835376228497,97.7,97.6,0,"bis_limpio_26-05_d.csv",0
"859",97.7,0,97.7,0,97.7,97.7,0,"bis_limpio_26-05_d.csv",0
"860",97.7,0,97.7,0,97.7,97.7,0,"bis_limpio_26-05_d.csv",0
"861",97.7,0,97.7,0,97.7,97.7,0,"bis_limpio_26-05_d.csv",0
"862",97.7,0,97.7,0,97.7,97.7,0,"bis_limpio_26-05_d.csv",0
"863",97.68,0.0447213595499996,97.7,0.000457835376228497,97.7,97.6,0,"bis_limpio_26-05_d.csv",0
"864",97.64,0.0547722557505213,97.6,0.000560961242836146,97.7,97.6,0,"bis_limpio_26-05_d.csv",0
"865",97.56,0.0547722557505135,97.6,0.00056142123565512,97.6,97.5,0,"bis_limpio_26-05_d.csv",0
"866",97.5,0,97.5,0,97.5,97.5,0,"bis_limpio_26-05_d.csv",0
"867",97.56,0.0547722557505135,97.6,0.00056142123565512,97.6,97.5,0,"bis_limpio_26-05_d.csv",0
"868",97.6,0,97.6,0,97.6,97.6,0,"bis_limpio_26-05_d.csv",0
"869",97.6,0,97.6,0,97.6,97.6,0,"bis_limpio_26-05_d.csv",0
"870",97.58,0.0447213595499933,97.6,0.000458304565997061,97.6,97.5,0,"bis_limpio_26-05_d.csv",0
"871",97.52,0.0447213595499933,97.5,0.00045858654173496,97.6,97.5,0,"bis_limpio_26-05_d.csv",0
"872",97.54,0.0547722557505135,97.5,0.000561536351758391,97.6,97.5,0,"bis_limpio_26-05_d.csv",0
"873",97.4,0,97.4,0,97.4,97.4,0,"bis_limpio_26-05_d.csv",0
"874",97.4,0,97.4,0,97.4,97.4,0,"bis_limpio_26-05_d.csv",0
"875",97.42,0.0447213595499933,97.4,0.000459057273147128,97.5,97.4,0,"bis_limpio_26-05_d.csv",0
"876",97.42,0.0447213595499933,97.4,0.000459057273147128,97.5,97.4,0,"bis_limpio_26-05_d.csv",0
"877",97.4,0,97.4,0,97.4,97.4,0,"bis_limpio_26-05_d.csv",0
"878",97.4,0,97.4,0,97.4,97.4,0,"bis_limpio_26-05_d.csv",0
"879",97.4,0,97.4,0,97.4,97.4,0,"bis_limpio_26-05_d.csv",0
"880",97.4,0,97.4,0,97.4,97.4,0,"bis_limpio_26-05_d.csv",0
"881",97.4,0,97.4,0,97.4,97.4,0,"bis_limpio_26-05_d.csv",0
"882",97.32,0.0447213595499996,97.3,0.000459528971948208,97.4,97.3,0,"bis_limpio_26-05_d.csv",0
"883",97.4,0,97.4,0,97.4,97.4,0,"bis_limpio_26-05_d.csv",0
"884",97.42,0.0447213595499933,97.4,0.000459057273147128,97.5,97.4,0,"bis_limpio_26-05_d.csv",0
"885",97.54,0.0547722557505135,97.5,0.000561536351758391,97.6,97.5,0,"bis_limpio_26-05_d.csv",0
"886",97.52,0.0447213595499933,97.5,0.00045858654173496,97.6,97.5,0,"bis_limpio_26-05_d.csv",0
"887",97.46,0.0547722557505135,97.5,0.000561997288636502,97.5,97.4,0,"bis_limpio_26-05_d.csv",0
"888",97.38,0.0447213595499996,97.4,0.000459245836414044,97.4,97.3,0,"bis_limpio_26-05_d.csv",0
"889",97.4,0,97.4,0,97.4,97.4,0,"bis_limpio_26-05_d.csv",0
"890",97.46,0.0547722557505135,97.5,0.000561997288636502,97.5,97.4,0,"bis_limpio_26-05_d.csv",0
"891",97.5,0,97.5,0,97.5,97.5,0,"bis_limpio_26-05_d.csv",0
"892",97.5,0,97.5,0,97.5,97.5,0,"bis_limpio_26-05_d.csv",0
"893",97.54,0.0547722557505135,97.5,0.000561536351758391,97.6,97.5,0,"bis_limpio_26-05_d.csv",0
"894",97.5,0,97.5,0,97.5,97.5,0,"bis_limpio_26-05_d.csv",0
"895",97.64,0.0894427190999937,97.7,0.000916045873617305,97.7,97.5,0,"bis_limpio_26-05_d.csv",0
"896",97.7,0,97.7,0,97.7,97.7,0,"bis_limpio_26-05_d.csv",0
"897",97.7,0,97.7,0,97.7,97.7,0,"bis_limpio_26-05_d.csv",0
"898",97.7,0,97.7,0,97.7,97.7,0,"bis_limpio_26-05_d.csv",0
"899",97.7,0,97.7,0,97.7,97.7,0,"bis_limpio_26-05_d.csv",0
"900",97.7,0,97.7,0,97.7,97.7,0,"bis_limpio_26-05_d.csv",0
"901",97.46,0.18165902124585,97.3,0.00186393413960445,97.7,97.3,0,"bis_limpio_26-05_d.csv",0
"902",97.16,0.0547722557505213,97.2,0.000563732562273788,97.2,97.1,0,"bis_limpio_26-05_d.csv",0
"903",96.22,0.931128347758778,97.1,0.00967707698772374,97.1,94.9,0,"bis_limpio_26-05_d.csv",0
"904",95.88,0.228035085019826,96.1,0.00237833839194646,96.1,95.6,0,"bis_limpio_26-05_d.csv",0
"905",95.56,0.313049516849974,95.7,0.0032759472253032,95.9,95.1,0,"bis_limpio_26-05_d.csv",0
"906",95.66,0.134164078649987,95.6,0.00140250970781923,95.8,95.5,0,"bis_limpio_26-05_d.csv",0
"907",96.92,0.248997991959772,97.1,0.00256910846017099,97.1,96.5,0,"bis_limpio_26-05_d.csv",0
"908",97.02,0.0447213595499933,97,0.000460949902597333,97.1,97,0,"bis_limpio_26-05_d.csv",0
"909",97.3,0.158113883008421,97.1,0.00162501421385839,97.5,97.1,0,"bis_limpio_26-05_d.csv",0
"910",97.58,0.0447213595499933,97.6,0.000458304565997061,97.6,97.5,0,"bis_limpio_26-05_d.csv",0
"911",97.66,0.0547722557505213,97.7,0.000560846362385022,97.7,97.6,0,"bis_limpio_26-05_d.csv",0
"912",97.6,0.0707106781186558,97.6,0.00072449465285508,97.7,97.5,0,"bis_limpio_26-05_d.csv",0
"913",97.5,0,97.5,0,97.5,97.5,0,"bis_limpio_26-05_d.csv",0
"914",97.5,0,97.5,0,97.5,97.5,0,"bis_limpio_26-05_d.csv",0
"915",97.5,0,97.5,0,97.5,97.5,0,"bis_limpio_26-05_d.csv",0
"916",97.52,0.0447213595499933,97.5,0.00045858654173496,97.6,97.5,0,"bis_limpio_26-05_d.csv",0
"917",97.6,0,97.6,0,97.6,97.6,0,"bis_limpio_26-05_g.csv",0
"918",97.6,0,97.6,0,97.6,97.6,0,"bis_limpio_26-05_g.csv",0
"919",97.6,0,97.6,0,97.6,97.6,0,"bis_limpio_26-05_g.csv",0
"920",97.6,0,97.6,0,97.6,97.6,0,"bis_limpio_26-05_g.csv",0
"921",97.62,0.0447213595499996,97.6,0.000458116774738779,97.7,97.6,0,"bis_limpio_26-05_g.csv",0
"922",97.7,0,97.7,0,97.7,97.7,0,"bis_limpio_26-05_g.csv",0
"923",97.7,0,97.7,0,97.7,97.7,0,"bis_limpio_26-05_g.csv",0
"924",97.7,0,97.7,0,97.7,97.7,0,"bis_limpio_26-05_g.csv",0
"925",97.68,0.0447213595499996,97.7,0.000457835376228497,97.7,97.6,0,"bis_limpio_26-05_g.csv",0
"926",97.66,0.0547722557505213,97.7,0.000560846362385022,97.7,97.6,0,"bis_limpio_26-05_g.csv",0
"927",97.7,0,97.7,0,97.7,97.7,0,"bis_limpio_26-05_g.csv",0
"928",97.7,0,97.7,0,97.7,97.7,0,"bis_limpio_26-05_g.csv",0
"929",97.68,0.0447213595499996,97.7,0.000457835376228497,97.7,97.6,0,"bis_limpio_26-05_g.csv",0
"930",97.6,0,97.6,0,97.6,97.6,0,"bis_limpio_26-05_g.csv",0
"931",97.62,0.0447213595499996,97.6,0.000458116774738779,97.7,97.6,0,"bis_limpio_26-05_g.csv",0
"932",97.64,0.0547722557505213,97.6,0.000560961242836146,97.7,97.6,0,"bis_limpio_26-05_g.csv",0
"933",97.6,0,97.6,0,97.6,97.6,0,"bis_limpio_26-05_g.csv",0
"934",97.6,0,97.6,0,97.6,97.6,0,"bis_limpio_26-05_g.csv",0
"935",97.6,0,97.6,0,97.6,97.6,0,"bis_limpio_26-05_g.csv",0
"936",97.24,0.114017542509917,97.2,0.00117253745896665,97.4,97.1,0,"bis_limpio_26-05_g.csv",0
"937",97,0.0707106781186507,97,0.000728976063078874,97.1,96.9,0,"bis_limpio_26-05_g.csv",0
"938",97.1,0,97.1,0,97.1,97.1,0,"bis_limpio_26-05_g.csv",0
"939",97.1,0,97.1,0,97.1,97.1,0,"bis_limpio_26-05_g.csv",0
"940",97.38,0.192353840616714,97.1,0.00197529103118417,97.6,97.1,0,"bis_limpio_26-05_g.csv",0
"941",97.7,0,97.7,0,97.7,97.7,0,"bis_limpio_26-05_g.csv",0
"942",97.7,0,97.7,0,97.7,97.7,0,"bis_limpio_26-05_g.csv",0
"943",97.7,0,97.7,0,97.7,97.7,0,"bis_limpio_26-05_g.csv",0
"944",97.7,0,97.7,0,97.7,97.7,0,"bis_limpio_26-05_g.csv",0
"945",97.7,0,97.7,0,97.7,97.7,0,"bis_limpio_26-05_g.csv",0
"946",97.7,0,97.7,0,97.7,97.7,0,"bis_limpio_26-05_g.csv",0
"947",97.7,0,97.7,0,97.7,97.7,0,"bis_limpio_26-05_g.csv",0
"948",97.64,0.0894427190999937,97.7,0.000916045873617305,97.7,97.5,0,"bis_limpio_26-05_g.csv",0
"949",97.52,0.0447213595499933,97.5,0.00045858654173496,97.6,97.5,0,"bis_limpio_26-05_g.csv",0
"950",97.64,0.0547722557505213,97.6,0.000560961242836146,97.7,97.6,0,"bis_limpio_26-05_g.csv",0
"951",97.7,0,97.7,0,97.7,97.7,0,"bis_limpio_26-05_g.csv",0
"952",97.66,0.0547722557505213,97.7,0.000560846362385022,97.7,97.6,0,"bis_limpio_26-05_g.csv",0
"953",97.6,0,97.6,0,97.6,97.6,0,"bis_limpio_26-05_g.csv",0
"954",97.5,0,97.5,0,97.5,97.5,0,"bis_limpio_26-05_g.csv",0
"955",97.52,0.0447213595499933,97.5,0.00045858654173496,97.6,97.5,0,"bis_limpio_26-05_g.csv",0
"956",97.5,0,97.5,0,97.5,97.5,0,"bis_limpio_26-05_g.csv",0
"957",97.5,0,97.5,0,97.5,97.5,0,"bis_limpio_26-05_g.csv",0
"958",97.54,0.0547722557505135,97.5,0.000561536351758391,97.6,97.5,0,"bis_limpio_26-05_g.csv",0
"959",97.6,0,97.6,0,97.6,97.6,0,"bis_limpio_26-05_g.csv",0
"960",97.7,0,97.7,0,97.7,97.7,0,"bis_limpio_26-05_g.csv",0
"961",97.7,0,97.7,0,97.7,97.7,0,"bis_limpio_26-05_g.csv",0
"962",97.7,0,97.7,0,97.7,97.7,0,"bis_limpio_26-05_g.csv",0
"963",97.7,0,97.7,0,97.7,97.7,0,"bis_limpio_26-05_g.csv",0
"964",97.7,0,97.7,0,97.7,97.7,0,"bis_limpio_26-05_g.csv",0
"965",97.7,0,97.7,0,97.7,97.7,0,"bis_limpio_26-05_g.csv",0
"966",97.7,0,97.7,0,97.7,97.7,0,"bis_limpio_26-05_g.csv",0
"967",97.68,0.0447213595499996,97.7,0.000457835376228497,97.7,97.6,0,"bis_limpio_26-05_g.csv",0
"968",97.52,0.0447213595499933,97.5,0.00045858654173496,97.6,97.5,0,"bis_limpio_26-05_g.csv",0
"969",97.46,0.0547722557505135,97.5,0.000561997288636502,97.5,97.4,0,"bis_limpio_26-05_g.csv",0
"970",97.56,0.151657508881029,97.4,0.00155450501108066,97.7,97.4,0,"bis_limpio_26-05_g.csv",0
"971",97.7,0,97.7,0,97.7,97.7,0,"bis_limpio_26-05_g.csv",0
"972",97.7,0,97.7,0,97.7,97.7,0,"bis_limpio_26-05_g.csv",0
"973",97.62,0.0836660026534096,97.7,0.000857058007103151,97.7,97.5,0,"bis_limpio_26-05_g.csv",0
"974",97.7,0,97.7,0,97.7,97.7,0,"bis_limpio_26-05_g.csv",0
"975",97.7,0,97.7,0,97.7,97.7,0,"bis_limpio_26-05_g.csv",0
"976",97.7,0,97.7,0,97.7,97.7,0,"bis_limpio_26-05_g.csv",0
"977",97.7,0,97.7,0,97.7,97.7,0,"bis_limpio_26-05_g.csv",0
"978",97.7,0,97.7,0,97.7,97.7,0,"bis_limpio_26-05_g.csv",0
"979",97.7,0,97.7,0,97.7,97.7,0,"bis_limpio_26-05_g.csv",0
"980",97.64,0.0894427190999937,97.7,0.000916045873617305,97.7,97.5,0,"bis_limpio_26-05_g.csv",0
"981",97.48,0.0447213595499933,97.5,0.000458774718403706,97.5,97.4,0,"bis_limpio_26-05_g.csv",0
"982",97.26,0.0547722557505135,97.3,0.000563152948288232,97.3,97.2,0,"bis_limpio_26-05_g.csv",0
"983",96.78,0.303315017762065,96.6,0.00313406713951296,97.2,96.5,0,"bis_limpio_26-05_g.csv",0
"984",96.5,0.122474487139158,96.5,0.00126916566983583,96.6,96.3,0,"bis_limpio_26-05_g.csv",0
"985",96.86,0.250998007960223,96.6,0.00259134841998991,97.1,96.6,0,"bis_limpio_26-05_g.csv",0
"986",97.1,0,97.1,0,97.1,97.1,0,"bis_limpio_26-05_g.csv",0
"987",97.1,0,97.1,0,97.1,97.1,0,"bis_limpio_26-05_g.csv",0
"988",97.14,0.0547722557505213,97.1,0.000563848628273845,97.2,97.1,0,"bis_limpio_26-05_g.csv",0
"989",96.92,0.438178046004129,97.3,0.00452102812633233,97.3,96.4,0,"bis_limpio_26-05_g.csv",0
"990",97.46,0.219089023002066,97.6,0.00224798915454613,97.6,97.1,0,"bis_limpio_26-05_g.csv",0
"991",97.7,0,97.7,0,97.7,97.7,0,"bis_limpio_26-05_g.csv",0
"992",97.7,0,97.7,0,97.7,97.7,0,"bis_limpio_26-05_g.csv",0
"993",97.7,0,97.7,0,97.7,97.7,0,"bis_limpio_26-05_g.csv",0
"994",97.7,0,97.7,0,97.7,97.7,0,"bis_limpio_26-05_g.csv",0
"995",97.68,0.0447213595499996,97.7,0.000457835376228497,97.7,97.6,0,"bis_limpio_26-05_g.csv",0
"996",97.64,0.0547722557505213,97.6,0.000560961242836146,97.7,97.6,0,"bis_limpio_26-05_g.csv",0
"997",97.6,0,97.6,0,97.6,97.6,0,"bis_limpio_26-05_g.csv",0
"998",97.62,0.0447213595499996,97.6,0.000458116774738779,97.7,97.6,0,"bis_limpio_26-05_g.csv",0
"999",97.54,0.0547722557505135,97.5,0.000561536351758391,97.6,97.5,0,"bis_limpio_26-05_g.csv",0
"1000",97.54,0.0547722557505135,97.5,0.000561536351758391,97.6,97.5,0,"bis_limpio_26-05_g.csv",0
"1001",97.42,0.0836660026534079,97.5,0.00085881751851168,97.5,97.3,0,"bis_limpio_26-05_g.csv",0
"1002",97.16,0.0894427190999937,97.1,0.000920571419308292,97.3,97.1,0,"bis_limpio_26-05_g.csv",0
"1003",97.1,0,97.1,0,97.1,97.1,0,"bis_limpio_26-05_g.csv",0
"1004",97.1,0,97.1,0,97.1,97.1,0,"bis_limpio_26-05_g.csv",0
"1005",97.1,0,97.1,0,97.1,97.1,0,"bis_limpio_26-05_g.csv",0
"1006",97.4,0.158113883008417,97.2,0.00162334582144165,97.6,97.2,0,"bis_limpio_26-05_g.csv",0
"1007",97.62,0.0447213595499996,97.6,0.000458116774738779,97.7,97.6,0,"bis_limpio_26-05_g.csv",0
"1008",97.66,0.0547722557505213,97.7,0.000560846362385022,97.7,97.6,0,"bis_limpio_26-05_g.csv",0
"1009",97.7,0,97.7,0,97.7,97.7,0,"bis_limpio_26-05_g.csv",0
"1010",97.7,0,97.7,0,97.7,97.7,0,"bis_limpio_26-05_g.csv",0
"1011",97.7,0,97.7,0,97.7,97.7,0,"bis_limpio_26-05_g.csv",0
"1012",97.7,0,97.7,0,97.7,97.7,0,"bis_limpio_26-05_g.csv",0
"1013",97.7,0,97.7,0,97.7,97.7,0,"bis_limpio_26-05_g.csv",0
"1014",97.7,0,97.7,0,97.7,97.7,0,"bis_limpio_26-05_g.csv",0
"1015",97.7,0,97.7,0,97.7,97.7,0,"bis_limpio_26-05_g.csv",0
"1016",97.4,0.291547594742264,97.7,0.00299330179406842,97.7,97,0,"bis_limpio_26-05_g.csv",0
"1017",96.98,0.0836660026534028,97,0.000862713989001885,97.1,96.9,0,"bis_limpio_26-05_g.csv",0
"1018",95.46,1.28569047597002,96.9,0.0134683686986174,96.9,94,0,"bis_limpio_26-05_g.csv",0
"1019",95.1,0.282842712474616,95.3,0.00297416101445442,95.3,94.7,1,"bis_limpio_26-05_g.csv",1
"1020",94.72,0.349284983931458,94.5,0.00368755261751962,95.3,94.5,1,"bis_limpio_26-05_g.csv",1
"1021",95.44,0.357770876399965,95.6,0.00374864707041036,95.6,94.8,1,"bis_limpio_26-05_g.csv",1
"1022",95.86,0.0894427190999929,95.9,0.000933055696849498,95.9,95.7,1,"bis_limpio_26-05_g.csv",1
"1023",94.18,1.08489630840924,93.5,0.0115193916798603,95.1,92.6,1,"bis_limpio_26-05_g.csv",1
"1024",95.52,0.178885438199979,95.4,0.00187275374999978,95.8,95.4,1,"bis_limpio_26-05_g.csv",1
"1025",94.96,0.492950301754653,94.6,0.00519113628638008,95.5,94.6,1,"bis_limpio_26-05_g.csv",1
"1026",94.34,0.41593268686171,94.8,0.00440886884525875,94.8,93.8,1,"bis_limpio_26-05_g.csv",1
"1027",92.9,0.223606797749979,92.8,0.00240696230086091,93.3,92.8,1,"bis_limpio_26-05_g.csv",1
"1028",92.5,0.3,92.4,0.00324324324324324,92.8,92.1,1,"bis_limpio_26-05_g.csv",1
"1029",92.64,0.240831891575848,92.5,0.00259965340647504,92.9,92.4,1,"bis_limpio_26-05_g.csv",1
"1030",93.36,0.336154726279428,93.6,0.00360062903041376,93.6,92.9,1,"bis_limpio_26-05_g.csv",1
"1031",93.36,0.0547722557505213,93.4,0.000586677975048428,93.4,93.3,1,"bis_limpio_26-05_g.csv",1
"1032",93.38,0.268328157299972,93.5,0.0028735077886054,93.5,92.9,1,"bis_limpio_26-05_g.csv",1
"1033",93.82,0.204939015319192,93.8,0.0021843851558217,94,93.5,1,"bis_limpio_26-05_g.csv",1
"1034",94.64,0.25099800796022,94.4,0.00265213448816801,95,94.4,1,"bis_limpio_26-05_g.csv",1
"1035",94.22,1.0733126291999,95,0.0113915583655264,95.2,92.6,1,"bis_limpio_26-05_g.csv",1
"1036",93.44,0.740270220932872,93.9,0.00792241246717542,93.9,92.2,1,"bis_limpio_26-05_g.csv",1
"1037",93.9,0,93.9,0,93.9,93.9,1,"bis_limpio_26-05_g.csv",1
"1038",95.14,1.04307238483242,96.2,0.0109635524998152,96.2,93.9,1,"bis_limpio_26-05_g.csv",1
"1039",96,0.141421356237312,96,0.001473139127472,96.2,95.8,1,"bis_limpio_26-05_g.csv",1
"1040",96.16,0.21908902300207,96,0.00227838002290006,96.4,96,1,"bis_limpio_26-05_g.csv",1
"1041",95.46,0.684105255059487,96.4,0.00716640744876898,96.4,94.6,1,"bis_limpio_26-05_g.csv",1
"1042",95.82,0.449444101084888,95.8,0.00469050408145364,96.2,95.1,1,"bis_limpio_26-05_g.csv",1
"1043",88.72,3.7218275080933,94.1,0.0419502649694917,94.1,83.7,1,"bis_limpio_26-05_g.csv",1
"1044",85.76,1.8676188047886,84.4,0.021777271511061,88,84.4,1,"bis_limpio_26-05_g.csv",1
"1045",88.3,0.670820393249937,88,0.0075970599462054,89.5,88,1,"bis_limpio_26-05_g.csv",1
"1046",94.32,1.21531888819355,92.2,0.0128850603073955,95.2,92.2,1,"bis_limpio_26-05_g.csv",1
"1047",94,0.524404424085072,94.6,0.00557877046899013,94.6,93.4,1,"bis_limpio_26-05_g.csv",1
"1048",93.92,0.438178046004129,94.3,0.00466543916103204,94.3,93.4,1,"bis_limpio_26-05_g.csv",1
"1049",92.46,0.882043082847997,92,0.00953972618265192,94,91.9,1,"bis_limpio_26-05_g.csv",1
"1050",93.1,0.784219357067906,92.3,0.00842340877623959,93.8,92.2,1,"bis_limpio_26-05_g.csv",1
"1051",93.86,0.313049516849968,93.8,0.00333528144949892,94.2,93.4,1,"bis_limpio_26-05_g.csv",1
"1052",93.98,0.798122797569395,94.6,0.00849247496881671,94.6,92.7,1,"bis_limpio_26-05_g.csv",1
"1053",91.22,1.50565600320923,93,0.0165057663145059,93,89.4,1,"bis_limpio_26-05_g.csv",1
"1054",89.54,0.477493455452533,89.7,0.00533273906022485,89.9,88.7,1,"bis_limpio_26-05_g.csv",1
"1055",84.88,1.18827606220103,84.4,0.0139994823539236,87,84.2,2,"bis_limpio_26-05_g.csv",1
"1056",83.48,0.657267069006201,83,0.00787334773605895,84.2,83,2,"bis_limpio_26-05_g.csv",1
"1057",82.72,1.77397857935207,83,0.0214455824389757,85.3,80.5,2,"bis_limpio_26-05_g.csv",1
"1058",88.38,1.95371441106422,89.7,0.022105843076083,90.1,86.2,2,"bis_limpio_26-05_g.csv",1
"1059",88.1,0,88.1,0,88.1,88.1,2,"bis_limpio_26-05_g.csv",1
